"id","national_number","pokemon","form","mark","shiny"
"swsh:0595:standard:shiny","595","Joltik","","SWSH","1"
"swsh:0596:standard:normal","596","Galvantula","","SWSH","0"
"swsh:0596:standard:shiny","596","Galvantula","","SWSH","1"
"swsh:0597:standard:normal","597","Ferroseed","","SWSH","0"
"swsh:0597:standard:shiny","597","Ferroseed","","SWSH","1"
"swsh:0598:standard:normal","598","Ferrothorn","","SWSH","0"
"swsh:0598:standard:shiny","598","Ferrothorn","","SWSH","1"
"swsh:0599:standard:normal","599","Klink","","SWSH","0"
"swsh:0599:standard:shiny","599","Klink","","SWSH","1"
"swsh:0600:standard:normal","600","Klang","","SWSH","0"
"swsh:0600:standard:shiny","600","Klang","","SWSH","1"
"swsh:0601:standard:normal","601","Klinklang","","SWSH","0"
"swsh:0601:standard:shiny","601","Klinklang","","SWSH","1"
"swsh:0605:standard:normal","605","Elgyem","","SWSH","0"
"swsh:0605:standard:shiny","605","Elgyem","","SWSH","1"
"swsh:0606:standard:normal","606","Beheeyem","","SWSH","0"
"swsh:0606:standard:shiny","606","Beheeyem","","SWSH","1"
"swsh:0607:standard:normal","607","Litwick","","SWSH","0"
"swsh:0607:standard:shiny","607","Litwick","","SWSH","1"
"swsh:0608:standard:normal","608","Lampent","","SWSH","0"
"swsh:0608:standard:shiny","608","Lampent","","SWSH","1"
"swsh:0609:standard:normal","609","Chandelure","","SWSH","0"
"swsh:0609:standard:shiny","609","Chandelure","","SWSH","1"
"swsh:0610:standard:normal","610","Axew","","SWSH","0"
"swsh:0610:standard:shiny","610","Axew","","SWSH","1"
"swsh:0611:standard:normal","611","Fraxure","","SWSH","0"
"swsh:0611:standard:shiny","611","Fraxure","","SWSH","1"
"swsh:0612:standard:normal","612","Haxorus","","SWSH","0"
"swsh:0612:standard:shiny","612","Haxorus","","SWSH","1"
"swsh:0613:standard:normal","613","Cubchoo","","SWSH","0"
"swsh:0613:standard:shiny","613","Cubchoo","","SWSH","1"
"swsh:0614:standard:normal","614","Beartic","","SWSH","0"
"swsh:0614:standard:shiny","614","Beartic","","SWSH","1"
"swsh:0615:standard:normal","615","Cryogonal","","SWSH","0"
"swsh:0615:standard:shiny","615","Cryogonal","","SWSH","1"
"swsh:0616:standard:normal","616","Shelmet","","SWSH","0"
"swsh:0616:standard:shiny","616","Shelmet","","SWSH","1"
"swsh:0617:standard:normal","617","Accelgor","","SWSH","0"
"swsh:0617:standard:shiny","617","Accelgor","","SWSH","1"
"swsh:0618:galarian:normal","618","Stunfisk","Galarian","SWSH","0"
"swsh:0618:galarian:shiny","618","Stunfisk","Galarian","SWSH","1"
"swsh:0618:original:normal","618","Stunfisk","Original","SWSH","0"
"swsh:0618:original:shiny","618","Stunfisk","Original","SWSH","1"
"swsh:0619:standard:normal","619","Mienfoo","","SWSH","0"
"swsh:0619:standard:shiny","619","Mienfoo","","SWSH","1"
"swsh:0620:standard:normal","620","Mienshao","","SWSH","0"
"swsh:0620:standard:shiny","620","Mienshao","","SWSH","1"
"swsh:0621:standard:normal","621","Druddigon","","SWSH","0"
"swsh:0621:standard:shiny","621","Druddigon","","SWSH","1"
"swsh:0622:standard:normal","622","Golett","","SWSH","0"
"swsh:0622:standard:shiny","622","Golett","","SWSH","1"
"swsh:0623:standard:normal","623","Golurk","","SWSH","0"
"swsh:0623:standard:shiny","623","Golurk","","SWSH","1"
"swsh:0624:standard:normal","624","Pawniard","","SWSH","0"
"swsh:0624:standard:shiny","624","Pawniard","","SWSH","1"
"swsh:0625:standard:normal","625","Bisharp","","SWSH","0"
"swsh:0625:standard:shiny","625","Bisharp","","SWSH","1"
"swsh:0626:standard:normal","626","Bouffalant","","SWSH","0"
"swsh:0626:standard:shiny","626","Bouffalant","","SWSH","1"
"swsh:0627:standard:normal","627","Rufflet","","SWSH","0"
"swsh:0627:standard:shiny","627","Rufflet","","SWSH","1"
"swsh:0628:original:normal","628","Braviary","Original","SWSH","0"
"swsh:0628:original:shiny","628","Braviary","Original","SWSH","1"
"swsh:0629:standard:normal","629","Vullaby","","SWSH","0"
"swsh:0629:standard:shiny","629","Vullaby","","SWSH","1"
"swsh:0630:standard:normal","630","Mandibuzz","","SWSH","0"
"swsh:0630:standard:shiny","630","Mandibuzz","","SWSH","1"
"swsh:0631:standard:normal","631","Heatmor","","SWSH","0"
"swsh:0631:standard:shiny","631","Heatmor","","SWSH","1"
"swsh:0632:standard:normal","632","Durant","","SWSH","0"
"swsh:0632:standard:shiny","632","Durant","","SWSH","1"
"swsh:0633:standard:normal","633","Deino","","SWSH","0"
"swsh:0633:standard:shiny","633","Deino","","SWSH","1"
"swsh:0634:standard:normal","634","Zweilous","","SWSH","0"
"swsh:0634:standard:shiny","634","Zweilous","","SWSH","1"
"swsh:0635:standard:normal","635","Hydreigon","","SWSH","0"
"swsh:0635:standard:shiny","635","Hydreigon","","SWSH","1"
"swsh:0636:standard:normal","636","Larvesta","","SWSH","0"
"swsh:0636:standard:shiny","636","Larvesta","","SWSH","1"
"swsh:0637:standard:normal","637","Volcarona","","SWSH","0"
"swsh:0637:standard:shiny","637","Volcarona","","SWSH","1"
"swsh:0638:standard:normal","638","Cobalion","","SWSH","0"
"swsh:0638:standard:shiny","638","Cobalion","","SWSH","1"
"swsh:0639:standard:normal","639","Terrakion","","SWSH","0"
"swsh:0639:standard:shiny","639","Terrakion","","SWSH","1"
"swsh:0640:standard:normal","640","Virizion","","SWSH","0"
"swsh:0640:standard:shiny","640","Virizion","","SWSH","1"
"swsh:0641:incarnate:normal","641","Tornadus","Incarnate","SWSH","0"
"swsh:0641:incarnate:shiny","641","Tornadus","Incarnate","SWSH","1"
"swsh:0641:therian:normal","641","Tornadus","Therian","SWSH","0"
"swsh:0641:therian:shiny","641","Tornadus","Therian","SWSH","1"
"swsh:0642:incarnate:normal","642","Thundurus","Incarnate","SWSH","0"
"swsh:0642:incarnate:shiny","642","Thundurus","Incarnate","SWSH","1"
"swsh:0642:therian:normal","642","Thundurus","Therian","SWSH","0"
"swsh:0642:therian:shiny","642","Thundurus","Therian","SWSH","1"
"swsh:0643:standard:normal","643","Reshiram","","SWSH","0"
"swsh:0643:standard:shiny","643","Reshiram","","SWSH","1"
"swsh:0644:standard:normal","644","Zekrom","","SWSH","0"
"swsh:0644:standard:shiny","644","Zekrom","","SWSH","1"
"swsh:0645:incarnate:normal","645","Landorus","Incarnate","SWSH","0"
"swsh:0645:incarnate:shiny","645","Landorus","Incarnate","SWSH","1"
"swsh:0645:therian:normal","645","Landorus","Therian","SWSH","0"
"swsh:0645:therian:shiny","645","Landorus","Therian","SWSH","1"
"swsh:0646:standard:normal","646","Kyurem","","SWSH","0"
"swsh:0646:standard:shiny","646","Kyurem","","SWSH","1"
"swsh:0647:standard:normal","647","Keldeo","","SWSH","0"
"swsh:0647:standard:shiny","647","Keldeo","","SWSH","1"
"swsh:0647:resolute:normal","647","Keldeo","Resolute","SWSH","0"
"swsh:0647:resolute:shiny","647","Keldeo","Resolute","SWSH","1"
"swsh:0659:standard:normal","659","Bunnelby","","SWSH","0"
"swsh:0659:standard:shiny","659","Bunnelby","","SWSH","1"
"swsh:0660:standard:normal","660","Diggersby","","SWSH","0"
"swsh:0660:standard:shiny","660","Diggersby","","SWSH","1"
"swsh:0661:standard:normal","661","Fletchling","","SWSH","0"
"swsh:0661:standard:shiny","661","Fletchling","","SWSH","1"
"swsh:0662:standard:normal","662","Fletchinder","","SWSH","0"
"swsh:0662:standard:shiny","662","Fletchinder","","SWSH","1"
"swsh:0663:standard:normal","663","Talonflame","","SWSH","0"
"swsh:0663:standard:shiny","663","Talonflame","","SWSH","1"
"swsh:0674:standard:normal","674","Pancham","","SWSH","0"
"swsh:0674:standard:shiny","674","Pancham","","SWSH","1"
"swsh:0675:standard:normal","675","Pangoro","","SWSH","0"
"swsh:0675:standard:shiny","675","Pangoro","","SWSH","1"
"swsh:0677:standard:normal","677","Espurr","","SWSH","0"
"swsh:0677:standard:shiny","677","Espurr","","SWSH","1"
"swsh:0678:standard:normal","678","Meowstic","","SWSH","0"
"swsh:0678:standard:shiny","678","Meowstic","","SWSH","1"
"swsh:0679:standard:normal","679","Honedge","","SWSH","0"
"swsh:0679:standard:shiny","679","Honedge","","SWSH","1"
"swsh:0680:standard:normal","680","Doublade","","SWSH","0"
"swsh:0680:standard:shiny","680","Doublade","","SWSH","1"
"swsh:0681:standard:normal","681","Aegislash","","SWSH","0"
"swsh:0681:standard:shiny","681","Aegislash","","SWSH","1"
"swsh:0682:standard:normal","682","Spritzee","","SWSH","0"
"swsh:0682:standard:shiny","682","Spritzee","","SWSH","1"
"swsh:0683:standard:normal","683","Aromatisse","","SWSH","0"
"swsh:0683:standard:shiny","683","Aromatisse","","SWSH","1"
"swsh:0684:standard:normal","684","Swirlix","","SWSH","0"
"swsh:0684:standard:shiny","684","Swirlix","","SWSH","1"
"swsh:0685:standard:normal","685","Slurpuff","","SWSH","0"
"swsh:0685:standard:shiny","685","Slurpuff","","SWSH","1"
"swsh:0686:standard:normal","686","Inkay","","SWSH","0"
"swsh:0686:standard:shiny","686","Inkay","","SWSH","1"
"swsh:0687:standard:normal","687","Malamar","","SWSH","0"
"swsh:0687:standard:shiny","687","Malamar","","SWSH","1"
"swsh:0688:standard:normal","688","Binacle","","SWSH","0"
"swsh:0688:standard:shiny","688","Binacle","","SWSH","1"
"swsh:0689:standard:normal","689","Barbaracle","","SWSH","0"
"swsh:0689:standard:shiny","689","Barbaracle","","SWSH","1"
"swsh:0690:standard:normal","690","Skrelp","","SWSH","0"
"swsh:0690:standard:shiny","690","Skrelp","","SWSH","1"
"swsh:0691:standard:normal","691","Dragalge","","SWSH","0"
"swsh:0691:standard:shiny","691","Dragalge","","SWSH","1"
"swsh:0692:standard:normal","692","Clauncher","","SWSH","0"
"swsh:0692:standard:shiny","692","Clauncher","","SWSH","1"
"swsh:0693:standard:normal","693","Clawitzer","","SWSH","0"
"swsh:0693:standard:shiny","693","Clawitzer","","SWSH","1"
"swsh:0694:standard:normal","694","Helioptile","","SWSH","0"
"swsh:0694:standard:shiny","694","Helioptile","","SWSH","1"
"swsh:0695:standard:normal","695","Heliolisk","","SWSH","0"
"swsh:0695:standard:shiny","695","Heliolisk","","SWSH","1"
"swsh:0696:standard:normal","696","Tyrunt","","SWSH","0"
"swsh:0696:standard:shiny","696","Tyrunt","","SWSH","1"
"swsh:0697:standard:normal","697","Tyrantrum","","SWSH","0"
"swsh:0697:standard:shiny","697","Tyrantrum","","SWSH","1"
"swsh:0698:standard:normal","698","Amaura","","SWSH","0"
"swsh:0698:standard:shiny","698","Amaura","","SWSH","1"
"swsh:0699:standard:normal","699","Aurorus","","SWSH","0"
"swsh:0699:standard:shiny","699","Aurorus","","SWSH","1"
"swsh:0700:standard:normal","700","Sylveon","","SWSH","0"
"swsh:0700:standard:shiny","700","Sylveon","","SWSH","1"
"swsh:0701:standard:normal","701","Hawlucha","","SWSH","0"
"swsh:0701:standard:shiny","701","Hawlucha","","SWSH","1"
"swsh:0702:standard:normal","702","Dedenne","","SWSH","0"
"swsh:0702:standard:shiny","702","Dedenne","","SWSH","1"
"swsh:0703:standard:normal","703","Carbink","","SWSH","0"
"swsh:0703:standard:shiny","703","Carbink","","SWSH","1"
"swsh:0704:standard:normal","704","Goomy","","SWSH","0"
"swsh:0704:standard:shiny","704","Goomy","","SWSH","1"
"swsh:0705:original:normal","705","Sliggoo","Original","SWSH","0"
"swsh:0705:original:shiny","705","Sliggoo","Original","SWSH","1"
"swsh:0706:original:normal","706","Goodra","Original","SWSH","0"
"swsh:0706:original:shiny","706","Goodra","Original","SWSH","1"
"swsh:0707:standard:normal","707","Klefki","","SWSH","0"
"swsh:0707:standard:shiny","707","Klefki","","SWSH","1"
"swsh:0708:standard:normal","708","Phantump","","SWSH","0"
"swsh:0708:standard:shiny","708","Phantump","","SWSH","1"
"swsh:0709:standard:normal","709","Trevenant","","SWSH","0"
"swsh:0709:standard:shiny","709","Trevenant","","SWSH","1"
"swsh:0710:average:normal","710","Pumpkaboo","Average","SWSH","0"
"swsh:0710:average:shiny","710","Pumpkaboo","Average","SWSH","1"
"swsh:0710:large:normal","710","Pumpkaboo","Large","SWSH","0"
"swsh:0710:large:shiny","710","Pumpkaboo","Large","SWSH","1"
"swsh:0710:small:normal","710","Pumpkaboo","Small","SWSH","0"
"swsh:0710:small:shiny","710","Pumpkaboo","Small","SWSH","1"
"swsh:0710:super:normal","710","Pumpkaboo","Super","SWSH","0"
"swsh:0710:super:shiny","710","Pumpkaboo","Super","SWSH","1"
"swsh:0711:average:normal","711","Gourgeist","Average","SWSH","0"
"swsh:0711:average:shiny","711","Gourgeist","Average","SWSH","1"
"swsh:0711:large:normal","711","Gourgeist","Large","SWSH","0"
"swsh:0711:large:shiny","711","Gourgeist","Large","SWSH","1"
"swsh:0711:small:normal","711","Gourgeist","Small","SWSH","0"
"swsh:0711:small:shiny","711","Gourgeist","Small","SWSH","1"
"swsh:0711:super:normal","711","Gourgeist","Super","SWSH","0"
"swsh:0711:super:shiny","711","Gourgeist","Super","SWSH","1"
"swsh:0712:standard:normal","712","Bergmite","","SWSH","0"
"swsh:0712:standard:shiny","712","Bergmite","","SWSH","1"
"swsh:0713:original:normal","713","Avalugg","Original","SWSH","0"
"swsh:0713:original:shiny","713","Avalugg","Original","SWSH","1"
"swsh:0714:standard:normal","714","Noibat","","SWSH","0"
"swsh:0714:standard:shiny","714","Noibat","","SWSH","1"
"swsh:0715:standard:normal","715","Noivern","","SWSH","0"
"swsh:0715:standard:shiny","715","Noivern","","SWSH","1"
"swsh:0716:standard:normal","716","Xerneas","","SWSH","0"
"swsh:0716:standard:shiny","716","Xerneas","","SWSH","1"
"swsh:0717:standard:normal","717","Yveltal","","SWSH","0"
"swsh:0717:standard:shiny","717","Yveltal","","SWSH","1"
"swsh:0718:0-1:normal","718","Zygarde","0.1","SWSH","0"
"swsh:0718:0-1:shiny","718","Zygarde","0.1","SWSH","1"
"swsh:0718:0-5:normal","718","Zygarde","0.5","SWSH","0"
"swsh:0718:0-5:shiny","718","Zygarde","0.5","SWSH","1"
"swsh:0722:standard:normal","722","Rowlet","","SWSH","0"
"swsh:0722:standard:shiny","722","Rowlet","","SWSH","1"
"swsh:0723:standard:normal","723","Dartrix","","SWSH","0"
"swsh:0723:standard:shiny","723","Dartrix","","SWSH","1"
"swsh:0724:hisuian:normal","724","Decidueye","Hisuian","SWSH","0"
"swsh:0724:hisuian:shiny","724","Decidueye","Hisuian","SWSH","1"
"swsh:0724:original:normal","724","Decidueye","Original","SWSH","0"
"swsh:0724:original:shiny","724","Decidueye","Original","SWSH","1"
"swsh:0725:standard:normal","725","Litten","","SWSH","0"
"swsh:0725:standard:shiny","725","Litten","","SWSH","1"
"swsh:0726:standard:normal","726","Torracat","","SWSH","0"
"swsh:0726:standard:shiny","726","Torracat","","SWSH","1"
"swsh:0727:standard:normal","727","Incineroar","","SWSH","0"
"swsh:0727:standard:shiny","727","Incineroar","","SWSH","1"
"swsh:0728:standard:normal","728","Popplio","","SWSH","0"
"swsh:0728:standard:shiny","728","Popplio","","SWSH","1"
"swsh:0729:standard:normal","729","Brionne","","SWSH","0"
"swsh:0729:standard:shiny","729","Brionne","","SWSH","1"
"swsh:0730:standard:normal","730","Primarina","","SWSH","0"
"swsh:0730:standard:shiny","730","Primarina","","SWSH","1"
"swsh:0736:standard:normal","736","Grubbin","","SWSH","0"
"swsh:0736:standard:shiny","736","Grubbin","","SWSH","1"
"swsh:0737:standard:normal","737","Charjabug","","SWSH","0"
"swsh:0737:standard:shiny","737","Charjabug","","SWSH","1"
"swsh:0738:standard:normal","738","Vikavolt","","SWSH","0"
"swsh:0738:standard:shiny","738","Vikavolt","","SWSH","1"
"swsh:0742:standard:normal","742","Cutiefly","","SWSH","0"
"swsh:0742:standard:shiny","742","Cutiefly","","SWSH","1"
"swsh:0743:standard:normal","743","Ribombee","","SWSH","0"
"swsh:0743:standard:shiny","743","Ribombee","","SWSH","1"
"swsh:0744:standard:normal","744","Rockruff","","SWSH","0"
"swsh:0744:standard:shiny","744","Rockruff","","SWSH","1"
"swsh:0745:dusk:normal","745","Lycanroc","Dusk","SWSH","0"
"swsh:0745:dusk:shiny","745","Lycanroc","Dusk","SWSH","1"
"swsh:0745:midday:normal","745","Lycanroc","Midday","SWSH","0"
"swsh:0745:midday:shiny","745","Lycanroc","Midday","SWSH","1"
"swsh:0745:midnight:normal","745","Lycanroc","Midnight","SWSH","0"
"swsh:0745:midnight:shiny","745","Lycanroc","Midnight","SWSH","1"
"swsh:0746:standard:normal","746","Wishiwashi","","SWSH","0"
"swsh:0746:standard:shiny","746","Wishiwashi","","SWSH","1"
"swsh:0747:standard:normal","747","Mareanie","","SWSH","0"
"swsh:0747:standard:shiny","747","Mareanie","","SWSH","1"
"swsh:0748:standard:normal","748","Toxapex","","SWSH","0"
"swsh:0748:standard:shiny","748","Toxapex","","SWSH","1"
"swsh:0749:standard:normal","749","Mudbray","","SWSH","0"
"swsh:0749:standard:shiny","749","Mudbray","","SWSH","1"
"swsh:0750:standard:normal","750","Mudsdale","","SWSH","0"
"swsh:0750:standard:shiny","750","Mudsdale","","SWSH","1"
"swsh:0751:standard:normal","751","Dewpider","","SWSH","0"
"swsh:0751:standard:shiny","751","Dewpider","","SWSH","1"
"swsh:0752:standard:normal","752","Araquanid","","SWSH","0"
"swsh:0752:standard:shiny","752","Araquanid","","SWSH","1"
"swsh:0753:standard:normal","753","Fomantis","","SWSH","0"
"swsh:0753:standard:shiny","753","Fomantis","","SWSH","1"
"swsh:0754:standard:normal","754","Lurantis","","SWSH","0"
"swsh:0754:standard:shiny","754","Lurantis","","SWSH","1"
"swsh:0755:standard:normal","755","Morelull","","SWSH","0"
"swsh:0755:standard:shiny","755","Morelull","","SWSH","1"
"swsh:0756:standard:normal","756","Shiinotic","","SWSH","0"
"swsh:0756:standard:shiny","756","Shiinotic","","SWSH","1"
"swsh:0757:standard:normal","757","Salandit","","SWSH","0"
"swsh:0757:standard:shiny","757","Salandit","","SWSH","1"
"swsh:0758:standard:normal","758","Salazzle","","SWSH","0"
"swsh:0758:standard:shiny","758","Salazzle","","SWSH","1"
"swsh:0759:standard:normal","759","Stufful","","SWSH","0"
"swsh:0759:standard:shiny","759","Stufful","","SWSH","1"
"swsh:0760:standard:normal","760","Bewear","","SWSH","0"
"swsh:0760:standard:shiny","760","Bewear","","SWSH","1"
"swsh:0761:standard:normal","761","Bounsweet","","SWSH","0"
"swsh:0761:standard:shiny","761","Bounsweet","","SWSH","1"
"swsh:0762:standard:normal","762","Steenee","","SWSH","0"
"swsh:0762:standard:shiny","762","Steenee","","SWSH","1"
"swsh:0763:standard:normal","763","Tsareena","","SWSH","0"
"swsh:0763:standard:shiny","763","Tsareena","","SWSH","1"
"swsh:0764:standard:normal","764","Comfey","","SWSH","0"
"swsh:0764:standard:shiny","764","Comfey","","SWSH","1"
"swsh:0765:standard:normal","765","Oranguru","","SWSH","0"
"swsh:0765:standard:shiny","765","Oranguru","","SWSH","1"
"swsh:0767:standard:normal","767","Wimpod","","SWSH","0"
"swsh:0767:standard:shiny","767","Wimpod","","SWSH","1"
"swsh:0768:standard:normal","768","Golisopod","","SWSH","0"
"swsh:0768:standard:shiny","768","Golisopod","","SWSH","1"
"swsh:0769:standard:normal","769","Sandygast","","SWSH","0"
"swsh:0769:standard:shiny","769","Sandygast","","SWSH","1"
"swsh:0770:standard:normal","770","Palossand","","SWSH","0"
"swsh:0770:standard:shiny","770","Palossand","","SWSH","1"
"swsh:0771:standard:normal","771","Pyukumuku","","SWSH","0"
"swsh:0771:standard:shiny","771","Pyukumuku","","SWSH","1"
"swsh:0772:standard:normal","772","Type: Null","","SWSH","0"
"swsh:0772:standard:shiny","772","Type: Null","","SWSH","1"
"swsh:0773:standard:normal","773","Silvally","","SWSH","0"
"swsh:0773:standard:shiny","773","Silvally","","SWSH","1"
"swsh:0776:standard:normal","776","Turtonator","","SWSH","0"
"swsh:0776:standard:shiny","776","Turtonator","","SWSH","1"
"swsh:0777:standard:normal","777","Togedemaru","","SWSH","0"
"swsh:0777:standard:shiny","777","Togedemaru","","SWSH","1"
"swsh:0778:standard:normal","778","Mimikyu","","SWSH","0"
"swsh:0778:standard:shiny","778","Mimikyu","","SWSH","1"
"swsh:0780:standard:normal","780","Drampa","","SWSH","0"
"swsh:0780:standard:shiny","780","Drampa","","SWSH","1"
"swsh:0781:standard:normal","781","Dhelmise","","SWSH","0"
"swsh:0781:standard:shiny","781","Dhelmise","","SWSH","1"
"swsh:0782:standard:normal","782","Jangmo-o","","SWSH","0"
"swsh:0782:standard:shiny","782","Jangmo-o","","SWSH","1"
"swsh:0783:standard:normal","783","Hakamo-o","","SWSH","0"
"swsh:0783:standard:shiny","783","Hakamo-o","","SWSH","1"
"swsh:0784:standard:normal","784","Kommo-o","","SWSH","0"
"swsh:0784:standard:shiny","784","Kommo-o","","SWSH","1"
"swsh:0785:standard:normal","785","Tapu Koko","","SWSH","0"
"swsh:0785:standard:shiny","785","Tapu Koko","","SWSH","1"
"swsh:0786:standard:normal","786","Tapu Lele","","SWSH","0"
"swsh:0786:standard:shiny","786","Tapu Lele","","SWSH","1"
"swsh:0787:standard:normal","787","Tapu Bulu","","SWSH","0"
"swsh:0787:standard:shiny","787","Tapu Bulu","","SWSH","1"
"swsh:0788:standard:normal","788","Tapu Fini","","SWSH","0"
"swsh:0788:standard:shiny","788","Tapu Fini","","SWSH","1"
"swsh:0789:standard:normal","789","Cosmog","","SWSH","0"
"swsh:0789:standard:shiny","789","Cosmog","","SWSH","1"
"swsh:0790:standard:normal","790","Cosmoem","","SWSH","0"
"swsh:0790:standard:shiny","790","Cosmoem","","SWSH","1"
"swsh:0791:standard:normal","791","Solgaleo","","SWSH","0"
"swsh:0791:standard:shiny","791","Solgaleo","","SWSH","1"
"swsh:0792:standard:normal","792","Lunala","","SWSH","0"
"swsh:0792:standard:shiny","792","Lunala","","SWSH","1"
"swsh:0793:standard:normal","793","Nihilego","","SWSH","0"
"swsh:0793:standard:shiny","793","Nihilego","","SWSH","1"
"swsh:0794:standard:normal","794","Buzzwole","","SWSH","0"
"swsh:0794:standard:shiny","794","Buzzwole","","SWSH","1"
"swsh:0795:standard:normal","795","Pheromosa","","SWSH","0"
"swsh:0795:standard:shiny","795","Pheromosa","","SWSH","1"
"swsh:0796:standard:normal","796","Xurkitree","","SWSH","0"
"swsh:0796:standard:shiny","796","Xurkitree","","SWSH","1"
"swsh:0797:standard:normal","797","Celesteela","","SWSH","0"
"swsh:0797:standard:shiny","797","Celesteela","","SWSH","1"
"swsh:0798:standard:normal","798","Kartana","","SWSH","0"
"swsh:0798:standard:shiny","798","Kartana","","SWSH","1"
"swsh:0799:standard:normal","799","Guzzlord","","SWSH","0"
"swsh:0799:standard:shiny","799","Guzzlord","","SWSH","1"
"swsh:0800:standard:normal","800","Necrozma","","SWSH","0"
"swsh:0800:standard:shiny","800","Necrozma","","SWSH","1"
"swsh:0803:standard:normal","803","Poipole","","SWSH","0"
"swsh:0803:standard:shiny","803","Poipole","","SWSH","1"
"swsh:0804:standard:normal","804","Naganadel","","SWSH","0"
"swsh:0804:standard:shiny","804","Naganadel","","SWSH","1"
"swsh:0805:standard:normal","805","Stakataka","","SWSH","0"
"swsh:0805:standard:shiny","805","Stakataka","","SWSH","1"
"swsh:0806:standard:normal","806","Blacephalon","","SWSH","0"
"swsh:0806:standard:shiny","806","Blacephalon","","SWSH","1"
"swsh:0810:standard:normal","810","Grookey","","SWSH","0"
"swsh:0810:standard:shiny","810","Grookey","","SWSH","1"
"swsh:0811:standard:normal","811","Thwackey","","SWSH","0"
"swsh:0811:standard:shiny","811","Thwackey","","SWSH","1"
"swsh:0812:standard:normal","812","Rillaboom","","SWSH","0"
"swsh:0812:standard:shiny","812","Rillaboom","","SWSH","1"
"swsh:0813:standard:normal","813","Scorbunny","","SWSH","0"
"swsh:0813:standard:shiny","813","Scorbunny","","SWSH","1"
"swsh:0814:standard:normal","814","Raboot","","SWSH","0"
"swsh:0814:standard:shiny","814","Raboot","","SWSH","1"
"swsh:0815:standard:normal","815","Cinderace","","SWSH","0"
"swsh:0815:standard:shiny","815","Cinderace","","SWSH","1"
"swsh:0816:standard:normal","816","Sobble","","SWSH","0"
"swsh:0816:standard:shiny","816","Sobble","","SWSH","1"
"swsh:0817:standard:normal","817","Drizzile","","SWSH","0"
"swsh:0817:standard:shiny","817","Drizzile","","SWSH","1"
"swsh:0818:standard:normal","818","Inteleon","","SWSH","0"
"swsh:0818:standard:shiny","818","Inteleon","","SWSH","1"
"swsh:0819:standard:normal","819","Skwovet","","SWSH","0"
"swsh:0819:standard:shiny","819","Skwovet","","SWSH","1"
"swsh:0820:standard:normal","820","Greedent","","SWSH","0"
"swsh:0820:standard:shiny","820","Greedent","","SWSH","1"
"swsh:0821:standard:normal","821","Rookidee","","SWSH","0"
"swsh:0821:standard:shiny","821","Rookidee","","SWSH","1"
"swsh:0822:standard:normal","822","Corvisquire","","SWSH","0"
"swsh:0822:standard:shiny","822","Corvisquire","","SWSH","1"
"swsh:0823:standard:normal","823","Corviknight","","SWSH","0"
"swsh:0823:standard:shiny","823","Corviknight","","SWSH","1"
"swsh:0824:standard:normal","824","Blipbug","","SWSH","0"
"swsh:0824:standard:shiny","824","Blipbug","","SWSH","1"
"swsh:0825:standard:normal","825","Dottler","","SWSH","0"
"swsh:0825:standard:shiny","825","Dottler","","SWSH","1"
"swsh:0826:standard:normal","826","Orbeetle","","SWSH","0"
"swsh:0826:standard:shiny","826","Orbeetle","","SWSH","1"
"swsh:0827:standard:normal","827","Nickit","","SWSH","0"
"swsh:0827:standard:shiny","827","Nickit","","SWSH","1"
"swsh:0828:standard:normal","828","Thievul","","SWSH","0"
"swsh:0828:standard:shiny","828","Thievul","","SWSH","1"
"swsh:0829:standard:normal","829","Gossifleur","","SWSH","0"
"swsh:0829:standard:shiny","829","Gossifleur","","SWSH","1"
"swsh:0830:standard:normal","830","Eldegoss","","SWSH","0"
"swsh:0830:standard:shiny","830","Eldegoss","","SWSH","1"
"swsh:0831:standard:normal","831","Wooloo","","SWSH","0"
"swsh:0831:standard:shiny","831","Wooloo","","SWSH","1"
"swsh:0832:standard:normal","832","Dubwool","","SWSH","0"
"swsh:0832:standard:shiny","832","Dubwool","","SWSH","1"
"swsh:0833:standard:normal","833","Chewtle","","SWSH","0"
"swsh:0833:standard:shiny","833","Chewtle","","SWSH","1"
"swsh:0834:standard:normal","834","Drednaw","","SWSH","0"
"swsh:0834:standard:shiny","834","Drednaw","","SWSH","1"
"swsh:0835:standard:normal","835","Yamper","","SWSH","0"
"swsh:0835:standard:shiny","835","Yamper","","SWSH","1"
"swsh:0836:standard:normal","836","Boltund","","SWSH","0"
"swsh:0836:standard:shiny","836","Boltund","","SWSH","1"
"swsh:0837:standard:normal","837","Rolycoly","","SWSH","0"
"swsh:0837:standard:shiny","837","Rolycoly","","SWSH","1"
"swsh:0838:standard:normal","838","Carkol","","SWSH","0"
"swsh:0838:standard:shiny","838","Carkol","","SWSH","1"
"swsh:0839:standard:normal","839","Coalossal","","SWSH","0"
"swsh:0839:standard:shiny","839","Coalossal","","SWSH","1"
"swsh:0840:standard:normal","840","Applin","","SWSH","0"
"swsh:0840:standard:shiny","840","Applin","","SWSH","1"
"swsh:0841:standard:normal","841","Flapple","","SWSH","0"
"swsh:0841:standard:shiny","841","Flapple","","SWSH","1"
"swsh:0842:standard:normal","842","Appletun","","SWSH","0"
"swsh:0842:standard:shiny","842","Appletun","","SWSH","1"
"swsh:0843:standard:normal","843","Silicobra","","SWSH","0"
"swsh:0843:standard:shiny","843","Silicobra","","SWSH","1"
